Co_Name,NSE_Symbol,Date,Close Price,Year & Month[Latest],Grand Total[Latest]
Emami,EMAMILTD,28/11/2016,1096,201609,226967619
The Byke Hospi.,BYKE,28/11/2016,174.35,201609,40097800
Gemini Comm.,GEMINI,28/11/2016,1.6,201609,123894703
Jullundur Motor,JMA,28/11/2016,183,201609,5963610
Shri.City Union.,SHRIRAMCIT,28/11/2016,1871.45,201609,65931207
Almondz Global,ALMONDZ,28/11/2016,13.25,201609,25884967
Shakti Pumps,SHAKTIPUMP,28/11/2016,127.15,201609,18380156
Signet Indus.,SIGNET,28/11/2016,24.7,201609,294370000
Jocil,JOCIL,28/11/2016,173.5,201606,8881150
Lambodhara Text.,LAMBODHARA,28/11/2016,65.1,201609,9077600
Swelect Energy,SWELECTES,28/11/2016,325.15,201609,10105840
Mohit Inds.,MOHITIND,28/11/2016,31.4,201609,14157575
Karuturi Global,KGL,28/11/2016,1.5,201609,1019726648
Sunteck Realty,SUNTECK,28/11/2016,188.55,201609,62966207
DLF,DLF,28/11/2016,113.2,201609,1783947846
Jindal Worldwide,JINDWORLD,28/11/2016,183.1,201609,20052040
Viji Finance,VIJIFIN,28/11/2016,15.55,201609,7500000
Sundaram Multi.,SUNDARAM,28/11/2016,4.05,201609,215605773
City Union Bank,CUB,28/11/2016,134.3,201609,598191279
Kanani Inds.,KANANIIND,28/11/2016,14.55,201609,98934000
Sharda Motor,SHARDAMOTR,28/11/2016,1050.35,201609,5946326
Responsive Ind,RESPONIND,28/11/2016,72.05,201609,266912700
SE Investments,SEINV,28/11/2016,207.25,201609,40560000
Panoramic Univ.,PANORAMUNI,28/11/2016,9.65,201609,77745000
Khandwala Sec.,KHANDSE,28/11/2016,17.95,201609,11939000
Ahluwalia Contr.,AHLUCONT,28/11/2016,243.35,201609,66987560
J & K Bank,J&KBANK,28/11/2016,59.05,201609,484778020
Prajay Engg.,PRAENG,28/11/2016,9.9,201609,69935791
Pioneer Distil.,PIONDIST,28/11/2016,213.05,201609,13388200
Agarwal Indl.,AGARIND,28/11/2016,302.1,201609,5512900
Cybertech Sys.,CYBERTECH,28/11/2016,74.6,201609,27046343
LCC Infotech,LCCINFOTEC,28/11/2016,0.3,201609,126593350
BSEL Infra.,BSELINFRA,28/11/2016,3.6,201609,82616840
REI Agro,REIAGROLTD,28/11/2016,0.5,201609,957984954
KSS,KSERASERA,28/11/2016,0.15,201609,2135875070
Mukand Engineers,MUKANDENGG,28/11/2016,33,201609,12572400
KCP Sugar &Inds.,KCPSUGIND,28/11/2016,28.6,201609,113385050
Punjab Natl.Bank,PNB,28/11/2016,137.1,201609,2127968258
Ind-Swift Labs.,INDSWFTLAB,28/11/2016,37.25,201609,41458955
Welspun Corp,WELCORP,28/11/2016,71.15,201609,265226109
Sh. Rama Multi.,SHREERAMA,28/11/2016,14.15,201609,63468005
Compucom Soft.,COMPUSOFT,28/11/2016,14.4,201609,79125188
Wockhardt,WOCKPHARMA,28/11/2016,684.7,201609,110548028
Tips Industries,TIPSINDLTD,28/11/2016,59.1,201609,14318659
TVS Motor Co.,TVSMOTOR,28/11/2016,354.2,201609,475087114
Usha Mart. Edu.,UMESLTD,28/11/2016,2.4,201609,26415811
Megasoft,MEGASOFT,28/11/2016,21.8,201609,44267293
United Spirits,MCDOWELL-N,28/11/2016,1917.6,201609,145327743
BF Utilities,BFUTILITIE,28/11/2016,428.8,201609,37667628
Aptech,APTECHT,28/11/2016,160.7,201609,39882289
Aurionpro Sol.,AURIONPRO,28/11/2016,99.8,201609,21950301
NTPC,NTPC,28/11/2016,164.35,201609,8245464400
I O C L,IOC,28/11/2016,300.15,201609,2427952482
Coal India,COALINDIA,28/11/2016,304.9,201609,6316364400
Engineers India,ENGINERSIN,28/11/2016,292.5,201609,336936600
NMDC,NMDC,28/11/2016,122.7,201610,3163890474
Natl.Fertilizer,NFL,28/11/2016,31.9,201609,490578400
Power Fin.Corpn.,PFC,28/11/2016,129.8,201609,2640081408
SJVN,SJVN,28/11/2016,31,201609,4136626500
Hexaware Tech.,HEXAWARE,28/11/2016,204.4,201609,301911222
T N Newsprint,TNPL,28/11/2016,367.6,201609,69210600
Madhucon Proj.,MADHUCON,28/11/2016,39.4,201609,73794940
Punj Lloyd,PUNJLLOYD,28/11/2016,19.85,201609,332095745
Guj Pipavav Port,GPPL,28/11/2016,146.45,201609,483439910
Minda Inds.,MINDAIND,28/11/2016,308.05,201609,79326780
APL Apollo,APLAPOLLO,28/11/2016,893.4,201609,23589955
GAIL (India),GAIL,28/11/2016,417.5,201609,1268477400
Zicom Electron.,ZICOM,28/11/2016,40,201609,20199829
Linc Pen &Plast.,LINCPEN,28/11/2016,234.6,201609,14785960
Panacea Biotec,PANACEABIO,28/11/2016,113.75,201609,61250746
Aries Agro,ARIES,28/11/2016,134.9,201609,13004339
Sonata Software,SONATSOFTW,28/11/2016,158.3,201609,105159306
Page Industries,PAGEIND,28/11/2016,12787.65,201609,11153874
Indoco Remedies,INDOCO,28/11/2016,274.45,201609,92150355
NHPC Ltd,NHPC,28/11/2016,27.9,201609,11070668496
Marico,MARICO,28/11/2016,249.7,201609,1290171198
Redington India,REDINGTON,28/11/2016,93.95,201609,399848460
Container Corpn.,CONCOR,28/11/2016,1168.85,201609,194974191
SIL Investments,SILINV,28/11/2016,98.95,201609,10595860
Ramco Systems,RAMCOSYS,28/11/2016,319.6,201609,30118940
Empee Distill.,EDL,28/11/2016,62.3,201609,19008893
Granules India,GRANULES,28/11/2016,108.3,201609,217161770
Kothari Petroche,KOTHARIPET,28/11/2016,21.8,201606,58846400
Reliance Power,RPOWER,28/11/2016,40.6,201609,2805126466
GeeCee Vent.,GEECEE,28/11/2016,117.65,201609,21726543
Lincoln Pharma.,LINCOLN,28/11/2016,195.25,201610,20000000
SKIL Infrastr,SKIL,28/11/2016,20.75,201609,216571232
Capri Global,CGCL,28/11/2016,66.25,201609,35026961
Aspinwall & Co,ASPINWALL,28/11/2016,202.65,201609,7818288
Gokaldas Exports,GOKEX,28/11/2016,57.85,201609,34917661
Indrapr.Medical,INDRAMEDCO,28/11/2016,52,201609,91673000
Blu.Coast Hotel.,BLUECOAST,28/11/2016,119.7,201609,12748457
Hatsun AgroProd.,HATSUN,28/11/2016,345.9,201609,152168307
ICRA,ICRA,28/11/2016,3937.2,201609,10000000
Rajesh Exports,RAJESHEXPO,28/11/2016,457.75,201609,295259959
Geometric,GEOMETRIC,28/11/2016,243.25,201609,65364386
Credit Analysis,CARERATING,28/11/2016,1380.05,201609,29440354
Oracle Fin.Serv.,OFSS,28/11/2016,3056.8,201609,85017001
NBCC,NBCC,28/11/2016,227,201609,600000000
Prestige Estates,PRESTIGE,28/11/2016,156.1,201609,375000000
Cerebra Integr.,CEREBRAINT,28/11/2016,21.4,201609,96407722
India Power Corp,DPSCLTD,28/11/2016,33.75,201609,973789640
Morarjee Text.,MORARJEE,28/11/2016,49.9,201609,36332349
Lokesh Mach.,LOKESHMACH,28/11/2016,70.85,201609,16636078
Pokarna,POKARNA,28/11/2016,940,201609,6200800
Mahanagar Gas,MGL,28/11/2016,771.1,201609,98777778
Arih.Found.Hsg.,ARIHANT,28/11/2016,48.65,201609,8600000
Cyber Media Ind,CYBERMEDIA,28/11/2016,11.15,201609,10501242
Ajanta Pharma,AJANTPHARM,28/11/2016,1830.95,201611,88005000
Archies,ARCHIES,28/11/2016,22.35,201609,33780000
Blue Chip India,BLUECHIP,28/11/2016,0.45,201609,55304340
Cyient,CYIENT,28/11/2016,493.6,201609,112544727
Goldstone Tech.,GOLDTECH,28/11/2016,6.95,201609,18782066
Nitco,NITCO,28/11/2016,57,201609,54699338
Technofab Engg.,TECHNOFAB,28/11/2016,188.45,201609,10490000
Manaksia,MANAKSIA,28/11/2016,51.65,201609,65534050
MOIL,MOIL,28/11/2016,363.5,201610,133187804
G M D C,GMDCLTD,28/11/2016,103.8,201609,318000000
Suzlon Energy,SUZLON,28/11/2016,14.85,201609,5024398950
Poly Medicure,POLYMED,28/11/2016,376.5,201609,44113440
TVS Elec.,TVSELECT,28/11/2016,146.55,201609,18612818
Suprem.Tex Mart,SUPREMETEX,28/11/2016,4.5,201609,68013835
Subex,SUBEX,28/11/2016,9.45,201609,506907936
Ortel Commu.,ORTEL,28/11/2016,129.3,201609,30365464
Eon Elect.,EON,28/11/2016,56.7,201609,16057466
Gati,GATI,28/11/2016,119.35,201609,87899154
JP Power Ven.,JPPOWER,28/11/2016,4,201609,2938003084
Rupa & Co,RUPA,28/11/2016,259.35,201609,79524560
Adit.Birla Money,BIRLAMONEY,28/11/2016,25.05,201609,55400000
Rasoya Proteins,RASOYPR,28/11/2016,0.2,201609,1708931700
FDC,FDC,28/11/2016,213.15,201609,177833084
Jubilant Food.,JUBLFOOD,28/11/2016,888.9,201609,65836820
Cinevista,CINEVISTA,28/11/2016,5.65,201609,57436475
DCB Bank,DCBBANK,28/11/2016,109.5,201609,284734528
PVR,PVR,28/11/2016,1130.5,201609,46738588
MRO-TEK Realty,MRO-TEK,28/11/2016,61.7,201609,18684602
Stampede Cap.,STAMPEDE,28/11/2016,28.75,201609,229011200
Vidhi Dyestuffs,VIDHIDYE,28/11/2016,52,201609,49945000
Maithan Alloys,MAITHANALL,28/11/2016,254.15,201609,29111550
Gateway Distr.,GDL,28/11/2016,220.55,201609,108728049
Jyothy Lab.,JYOTHYLAB,28/11/2016,339.6,201609,181578738
Biocon,BIOCON,28/11/2016,882.35,201609,200000000
Tricom India,TRICOM,28/11/2016,1.2,201609,79205450
Atul Auto,ATULAUTO,28/11/2016,447.4,201609,21943200
ABG Shipyard,ABGSHIP,28/11/2016,29.2,201609,99683675
BGR Energy Sys.,BGRENERGY,28/11/2016,108.6,201609,72161560
Accelya Kale,ACCELYA,28/11/2016,1442.75,201609,14926261
PNB Gilts,PNBGILTS,28/11/2016,53.45,201609,180010134
Minda Corp,MINDACORP,28/11/2016,95,201609,209311640
Prit Nandy Comm.,PNC,28/11/2016,21.6,201609,14467000
Aksh Optifibre,AKSHOPTFBR,28/11/2016,24,201609,162665070
Summit Sec.,SUMMITSEC,28/11/2016,435.65,201609,10901781
Nelcast,NELCAST,28/11/2016,54.05,201609,87001200
Sun TV Network,SUNTV,28/11/2016,460.7,201609,394084620
JP Associates,JPASSOCIAT,28/11/2016,7.5,201609,2432456975
Smartlink Netwr.,SMARTLINK,28/11/2016,85,201609,22550000
Bharti Airtel,BHARTIARTL,28/11/2016,318.8,201609,3997400102
Godrej Propert.,GODREJPROP,28/11/2016,307.45,201609,216362181
Castex Tech,CASTEXTECH,28/11/2016,9.95,201609,378122838
Energy Devl.Co.,ENERGYDEV,28/11/2016,69.3,201609,47500000
NDTV,NDTV,28/11/2016,71.8,201609,64471267
Century Ply.,CENTURYPLY,28/11/2016,185.1,201609,222172990
Salona Cotspin,SALONA,28/11/2016,37.1,201609,5262400
Dwarikesh Sugar,DWARKESH,28/11/2016,287.6,201609,18830147
Lovable Lingerie,LOVABLE,28/11/2016,234.6,201609,16800000
Visagar Polytex,VIVIDHA,28/11/2016,2.1,201609,246200534
Repro India,REPRO,28/11/2016,399.2,201609,10903759
Ambika Cotton,AMBIKCO,28/11/2016,1001.25,201609,5875000
Satin Creditcare,SATIN,28/11/2016,408.6,201610,37568787
Kernex Microsys.,KERNEX,28/11/2016,37.05,201609,12499455
Vaibhav Global,VAIBHAVGBL,28/11/2016,270.75,201609,32530579
PNB Housing,PNBHOUSING,28/11/2016,847.75,201611,165642309
Gayatri Projects,GAYAPROJ,28/11/2016,610.65,201609,35450380
KPIT Tech.,KPIT,28/11/2016,129.3,201609,197498742
BLB,BLBLIMITED,28/11/2016,5.85,201609,52865258
M & M Fin. Serv.,M&MFIN,28/11/2016,289.9,201609,568764960
IZMO,IZMO,28/11/2016,46.1,201609,12162273
Kamdhenu,KAMDHENU,28/11/2016,70,201609,23400000
Strides Shasun,STAR,28/11/2016,1093.85,201609,89365978
XL Energy,XLENERGY,28/11/2016,2.7,201609,22774397
Raj Television,RAJTV,28/11/2016,58.7,201609,51913344
J K Cements,JKCEMENT,28/11/2016,709.5,201609,69927250
STEL Holdings,STEL,28/11/2016,49.15,201609,18455405
Delta Corp,DELTACORP,28/11/2016,113.6,201609,231144104
Tech Mahindra,TECHM,28/11/2016,489.35,201609,971986187
Hindustan Media,HMVL,28/11/2016,269.3,201609,73393770
SKM Egg Prod.,SKMEGGPROD,28/11/2016,53.1,201609,26330000
Polaris Consulta,POLARIS,28/11/2016,163.5,201609,101580664
Ortin Labs.,ORTINLABSS,28/11/2016,20.25,201609,16940400
Noida Tollbridg.,NOIDATOLL,28/11/2016,13.6,201609,186195002
Excel Crop Care,EXCELCROP,28/11/2016,1794.65,201609,11005630
Orient Cement,ORIENTCEM,28/11/2016,132.5,201609,204868760
Landmark Prop.,LPDC,28/11/2016,3.6,201609,134143160
Adani Power,ADANIPOWER,28/11/2016,27.25,201609,3417454409
IL&FS Engg.,IL&FSENGG,28/11/2016,41.6,201609,121158671
Rural Elec.Corp.,RECLTD,28/11/2016,135.9,201609,987459000
L & T Infotech,LTI,28/11/2016,621.4,201609,169843538
Kavveri Telecom,KAVVERITEL,28/11/2016,13.2,201609,20124260
Mahindra Holiday,MHRIL,28/11/2016,407.15,201609,88780856
Persistent Sys,PERSISTENT,28/11/2016,602.7,201609,80000000
Allied Digital,ADSL,28/11/2016,31.4,201609,50205528
Torrent Power,TORNTPOWER,28/11/2016,173.65,201609,480616784
Shirpur Gold,SHIRPUR-G,28/11/2016,104.6,201609,29137202
Info Edg.(India),NAUKRI,28/11/2016,899.6,201609,121116159
MPS,MPSLTD,28/11/2016,651.95,201609,18616926
Lypsa Gems,LYPSAGEMS,28/11/2016,50.7,201609,21060000
Alkem Lab,ALKEM,28/11/2016,1692.15,201609,119565000
Vardhman Acrylic,VARDHACRLC,28/11/2016,46.05,201609,93007836
V-Guard Inds.,VGUARD,28/11/2016,172.35,201609,301805190
T B Z,TBZ,28/11/2016,61.3,201609,66730620
Advance. Enzyme.,ADVENZYMES,28/11/2016,2100.1,201609,22326005
Indo Tech.Trans.,INDOTECH,28/11/2016,198.05,201609,10620000
Titagarh Wagons,TWL,28/11/2016,105.9,201609,115411870
Shoppers St.,SHOPERSTOP,28/11/2016,296.25,201609,83504744
R Systems Intl.,RSYSTEMS,28/11/2016,58.85,201609,126870425
Triven.Engg.Ind.,TRIVENI,28/11/2016,59,201609,257945110
PTC India,PTC,28/11/2016,70.9,201609,296008321
Petronet LNG,PETRONET,28/11/2016,369.75,201609,750000044
Grob Tea Co,GROBTEA,28/11/2016,237.95,201606,1162330
Mangalam Drugs,MANGALAM,28/11/2016,149.9,201609,15828248
Jindal Steel,JINDALSTEL,28/11/2016,70.9,201609,914903800
Simplex Projects,SIMPLEX,28/11/2016,26.45,201609,12600378
Atlanta,ATLANTA,28/11/2016,61.1,201609,81500000
Transport Corp.,TCI,28/11/2016,179.1,201609,76577450
Mindtree,MINDTREE,28/11/2016,477.8,201609,167956514
Glenmark Pharma.,GLENMARK,28/11/2016,903.1,201609,282168156
Dish TV,DISHTV,28/11/2016,89.1,201609,1065928565
Sasken Comm.Tec.,SASKEN,28/11/2016,399.55,201609,17719813
3i Infotech,3IINFOTECH,28/11/2016,5.5,201609,898881472
Hathway Cable,HATHWAY,28/11/2016,34.15,201609,830494500
MPS Infotecnics,VISESHINFO,28/11/2016,0.2,201609,3774436655
Indraprastha Gas,IGL,28/11/2016,838.9,201609,140000160
Intrasoft Tech.,ISFT,28/11/2016,452.8,201609,14731678
Mahindra Life.,MAHLIFE,28/11/2016,367.95,201609,41035750
TajGVK Hotels,TAJGVK,28/11/2016,106.25,201609,62701495
Cadila Health.,CADILAHC,28/11/2016,410.85,201609,1023742600
Lycos Internet,LYCOS,28/11/2016,7.85,201609,476251499
GE Power,GEPIL,28/11/2016,471.5,201609,67227471
Dynacons Sys.,DSSL,28/11/2016,17,201609,5923080
Mukta Arts,MUKTAARTS,28/11/2016,92.2,201609,22581200
Orbit Corpn.,ORBITCORP,28/11/2016,4.45,201606,113961890
Datamatics Glob.,DATAMATICS,28/11/2016,78.25,201609,58949337
Divi's Lab.,DIVISLAB,28/11/2016,1166.2,201609,265468580
Zen Technologies,ZENTEC,28/11/2016,63.55,201609,77160060
Tata Tele. Mah.,TTML,28/11/2016,6.4,201609,1954927727
FCS Software,FCSSOFT,28/11/2016,0.25,201609,1709553100
Adani Ports,ADANIPORTS,28/11/2016,272.75,201609,2070951761
Opto Circuits,OPTOCIRCUI,28/11/2016,9.5,201609,242319407
AXISCADES Engg.,AXISCADES,28/11/2016,160.5,201609,27189593
Balaji Telefilms,BALAJITELE,28/11/2016,83.8,201609,75930443
Welspun Enterp,WELENT,28/11/2016,62.9,201609,174280535
Sterlite Tech.,STRTECH,28/11/2016,94.6,201609,397189235
Cigniti Tech.,CIGNITITEC,28/11/2016,389.5,201609,25981199
Next Media.,NEXTMEDIA,28/11/2016,16.95,201609,65335276
Lanco Infratech,LITL,28/11/2016,3.75,201609,2749326655
Godrej Consumer,GODREJCP,28/11/2016,1433.1,201609,340600816
Net 4 India,NET4,28/11/2016,1.8,201609,20058250
ICICI Pru Life,ICICIPRULI,28/11/2016,308.3,201609,1435324010
Goldst.Infratec.,GOLDINFRA,28/11/2016,27.85,201609,36080737
Royal Orch.Hotel,ROHLTD,28/11/2016,68.65,201609,27233965
Jagran Prakashan,JAGRAN,28/11/2016,172,201609,326911829
Dishman Pharma.,DISHMAN,28/11/2016,239.05,201609,161394272
Sadbhav Engg.,SADBHAV,28/11/2016,270,201609,171570800
Ponni Sug.Erode,PONNIERODE,28/11/2016,207.95,201609,8598418
Meghmani Organ.,MEGH,28/11/2016,42,201609,254314211
I D F C,IDFC,28/11/2016,57.75,201611,1595941570
Gulshan Polyols,GULPOLY,28/11/2016,385.05,201609,9383404
Compuage Info.,COMPINFO,28/11/2016,195.75,201609,11747999
BLS Internat.,BLS,28/11/2016,1649.25,201609,10245000
Inox Leisure,INOXLEISUR,28/11/2016,221.75,201609,96457754
Cera Sanitary.,CERA,28/11/2016,2020.55,201609,13005874
Inventure Grow.,INVENTURE,28/11/2016,13.1,201609,84000000
AIA Engg.,AIAENG,28/11/2016,1327.45,201609,94320370
Tantia Constr.,TANTIACONS,28/11/2016,16.9,201609,18823066
Ramsarup Inds.,RAMSARUP,28/11/2016,1.85,201609,35078480
Triveni Turbine,TRITURBINE,28/11/2016,117.05,201609,329972150
Orissa Minerals,ORISSAMINE,28/11/2016,2144,201609,6000000
BAG Films,BAGFILMS,28/11/2016,4.3,201609,187947749
GMR Infra.,GMRINFRA,28/11/2016,11.4,201609,6035945275
Idea Cellular,IDEA,28/11/2016,75.8,201609,3601031239
Reliance Defence,RDEL,28/11/2016,52.5,201609,736206269
Maxwell Inds.,MAXWELL,28/11/2016,47.5,201609,66077215
United Breweries,UBL,28/11/2016,869.6,201609,264405149
ISMT,ISMTLTD,28/11/2016,8.95,201609,146501383
IIFL Holdings,IIFL,28/11/2016,260.5,201609,317095853
S H Kelkar & Co.,SHK,28/11/2016,296.55,201609,144620801
Rama Steel Tubes,RAMASTEEL,28/11/2016,110.9,201609,14934000
JBM Auto,JBMA,28/11/2016,230.95,201609,40795364
Transwar.Fin.,TFL,28/11/2016,9.5,201609,24460568
Lux Industries,LUXIND,28/11/2016,751.9,201609,25253000
20 Microns,20MICRONS,28/11/2016,35.75,201609,35286502
Bharati Defence,BHARATIDIL,28/11/2016,15.25,201606,50298942
Lumax Auto Tech.,LUMAXTECH,28/11/2016,418.95,201609,13631541
Hanung Toys,HANUNG,28/11/2016,6,201609,30822775
Hi-Tech Pipes,HITECH,28/11/2016,110,201603,10301100
Nitin Spinners,NITINSPIN,28/11/2016,68.6,201609,45833945
Precision Camshf,PRECAM,28/11/2016,150.3,201609,94744825
PPAP Automotive,PPAP,28/11/2016,156,201609,14000000
STL Global,SGL,28/11/2016,16,201609,27452680
Sh.Renuka Sugar,RENUKA,28/11/2016,13.85,201609,928811242
Nectar Lifesci.,NECLIFE,28/11/2016,32.2,201609,224260970
Uttam Sug.Mills,UTTAMSUGAR,28/11/2016,50.35,201609,38138120
Fortis Health.,FORTIS,28/11/2016,183.45,201609,463338994
Gitanjali Gems,GITANJALI,28/11/2016,55.3,201609,118616005
T.V. Today Netw.,TVTODAY,28/11/2016,311.4,201609,59653615
Guj.St.Petronet,GSPL,28/11/2016,153.45,201609,563466575
P B A Infra.,PBAINFRA,28/11/2016,19.7,201609,13500562
North Eastn.Car.,NECCLTD,28/11/2016,40.75,201609,50197336
Sharon Bio-Med.,SHARONBIO,28/11/2016,9.55,201609,118935700
Tanla Solutions,TANLA,28/11/2016,42.3,201609,101479593
Deep Industries,DEEPIND,28/11/2016,241.15,201609,29200000
Navin Fluo.Intl.,NAVINFLUOR,28/11/2016,2318.55,201609,9787297
8K Miles,8KMILES,28/11/2016,715.1,201609,11444102
Jindal Stain.,JSL,28/11/2016,37.75,201609,399469754
Jai Balaji Inds.,JAIBALAJI,28/11/2016,10.25,201609,83431486
Lumax Auto.Sys.,LUMAXAUTO,28/11/2016,23.8,201512,7404106
Apollo Sindoori,APOLSINHOT,28/11/2016,520.9,201606,1300200
Green Fire,GREENFIRE,28/11/2016,2.1,201609,96108436
JSW Holdings,JSWHL,28/11/2016,1311.45,201609,11099625
Gammon Infra.,GAMMNINFRA,28/11/2016,4,201609,941830724
Palred Technolog,PALREDTEC,28/11/2016,73.45,201609,8213083
Muthoot Finance,MUTHOOTFIN,28/11/2016,285.5,201609,399050934
Parsvnath Devl.,PARSVNATH,28/11/2016,12.55,201609,435181170
MSP Steel & Pow.,MSPL,28/11/2016,12.3,201609,88100000
Indowind Energy,INDOWIND,28/11/2016,4.3,201609,89741486
Pochiraju Inds.,POCHIRAJU,28/11/2016,9.05,201606,18906675
Usher Agro,USHERAGRO,28/11/2016,10,201609,38059039
Allsec Tech.,ALLSEC,28/11/2016,310.5,201609,15238326
Firstsour.Solu.,FSL,28/11/2016,36.45,201609,675650387
Team Lease Serv.,TEAMLEASE,28/11/2016,847.3,201609,17096769
Ramkrishna Forg.,RKFORGE,28/11/2016,307.85,201609,28669940
Zylog Systems,ZYLOG,28/11/2016,4.3,201609,58992840
Jindal Photo,JINDALPHOT,28/11/2016,76.3,201609,10258326
McDowell Hold.,MCDHOLDING,28/11/2016,51.7,201609,13992258
H T Media,HTMEDIA,28/11/2016,71.7,201609,232748314
UltraTech Cem.,ULTRACEMCO,28/11/2016,3504.85,201609,274445284
GP Petroleums,GULFPETRO,28/11/2016,75.55,201609,50984383
NIIT Tech.,NIITTECH,28/11/2016,422.55,201609,61355174
Mcleod Russel,MCLEODRUSS,28/11/2016,146.9,201609,109455735
Everest Kanto,EKC,28/11/2016,33.6,201609,112207682
C C C L,CCCL,28/11/2016,3.65,201609,398511188
Bedmutha Indus.,BEDMUTHA,28/11/2016,20.75,201609,24531611
Fiem Inds.,FIEMIND,28/11/2016,1149,201609,13159830
Repco Home Fin,REPCOHOME,28/11/2016,583.2,201609,62552407
Xchanging Sol.,XCHANGING,28/11/2016,68.6,201609,111403716
S.A.L Steel,SALSTEEL,28/11/2016,3.85,201609,84966700
Yes Bank,YESBANK,28/11/2016,1149.6,201609,421659213
Solar Inds.,SOLARINDS,28/11/2016,666.05,201609,90490055
Unity Infra.,UNITY,28/11/2016,8.9,201609,120876802
Impex Ferro Tech,IMPEXFERRO,28/11/2016,1.75,201609,87931604
Puravankar.Proj.,PURVA,28/11/2016,40.65,201609,237149686
Alkali Metals,ALKALI,28/11/2016,68.95,201609,10182506
Ashoka Buildcon,ASHOKA,28/11/2016,138.3,201609,187148811
Ent.Network,ENIL,28/11/2016,699.9,201609,47670415
Uniply Inds.,UNIPLY,28/11/2016,220.55,201609,20916012
Accel Frontline,AFL,28/11/2016,61.45,201609,29761873
Multi Comm. Exc.,MCX,28/11/2016,1248.75,201609,50998369
Syngene Intl.,SYNGENE,28/11/2016,558.35,201609,200000000
Bannari Amm Spg.,BASML,28/11/2016,272,201609,15754269
Bombay Rayon,BRFL,28/11/2016,147.1,201609,183002272
Globus Spirits,GLOBUSSPR,28/11/2016,96.7,201609,28799268
Ravikumar Distll,RKDL,28/11/2016,12.75,201609,24000000
SMS Pharma.,SMSPHARMA,28/11/2016,95.15,201609,84652030
Sh.Ganesh Forg.,SGFL,28/11/2016,1.9,201609,12500474
GTL Infra.,GTLINFRA,28/11/2016,4.5,201609,2383859293
Skipper,SKIPPER,28/11/2016,140.75,201609,102316462
Adhunik Indus.,ADHUNIKIND,28/11/2016,107.1,201609,46763750
Kolte Patil Dev.,KOLTEPATIL,28/11/2016,96.2,201609,75774909
Pincon Spirit,PINCON,28/11/2016,65.65,201609,44086000
GPT Infraproject,GPTINFRA,28/11/2016,242.1,201609,14543000
Hubtown,HUBTOWN,28/11/2016,87.6,201609,72735871
Saksoft,SAKSOFT,28/11/2016,192.9,201609,10425000
Provogue (India),PROVOGE,28/11/2016,4.25,201609,233381827
Kaya Ltd,KAYA,28/11/2016,731.25,201609,12961869
Nandan Denim,NDL,28/11/2016,113.55,201609,48049056
Rane (Madras),RML,28/11/2016,419.9,201609,10510649
Sejal Glass,SEZAL,28/11/2016,5.8,201606,33550000
KM Sugar Mills,KMSUGAR,28/11/2016,19.4,201609,92000170
Vivimed Labs.,VIVIMEDLAB,28/11/2016,92.3,201609,81018915
Indiabulls Vent.,IBVENTURES,28/11/2016,20.5,201609,293065652
Rohit Ferro Tec.,ROHITFERRO,28/11/2016,4.8,201609,113776123
Rajvir Inds.,RAJVIR,28/11/2016,43,201609,3994860
Shivam Autotech,SHIVAMAUTO,28/11/2016,42,201609,100000000
Radha Madh.Corp.,RMCL,28/11/2016,16.4,201609,66342275
Godawari Power,GPIL,28/11/2016,59.7,201609,32756247
Educomp Sol.,EDUCOMP,28/11/2016,10.45,201609,122467168
GOL Offshore,GTOFFSHORE,28/11/2016,20.85,201609,78862474
Store One Retail,STOREONE,28/11/2016,108,201609,27600000
Pratibha Inds.,PRATIBHA,28/11/2016,12.05,201609,101055392
Bartronics India,BARTRONICS,28/11/2016,15.5,201609,34048861
Sakuma Exports,SAKUMA,28/11/2016,62.45,201609,16425943
GVK Power Infra.,GVKPIL,28/11/2016,5.7,201609,1579210400
Celebrity Fash.,CELEBRITY,28/11/2016,9.9,201609,39003765
Technocraf.Inds.,TIIL,28/11/2016,362.35,201609,26300000
Raj Oil Mills,RAJOIL,28/11/2016,2.2,201609,71010108
Gokul Refoils,GOKUL,28/11/2016,15.45,201609,131895000
Sunil Hitech,SUNILHITEC,28/11/2016,183.95,201609,18900160
Rel. Comm.,RCOM,28/11/2016,35.95,201609,2488979745
Malu Paper,MALUPAPER,28/11/2016,29.75,201609,17059250
B.L.Kashyap,BLKASHYAP,28/11/2016,20.2,201609,205440000
Gallantt Metal,GALLANTT,28/11/2016,38.95,201609,81322324
Visa Steel,VISASTEEL,28/11/2016,16.5,201609,110000000
Adhunik Metal,ADHUNIK,28/11/2016,7.05,201609,123499536
Prime Focus,PFOCUS,28/11/2016,70,201609,298878974
Celestial Biolab,CELESTIAL,28/11/2016,19.15,201609,20486350
Kewal Kir.Cloth.,KKCL,28/11/2016,1817,201609,12325037
Supreme Infra.,SUPREMEINF,28/11/2016,69.75,201609,25698372
K E C Intl.,KEC,28/11/2016,141.75,201609,257088370
Emk.Global Fin.,EMKAY,28/11/2016,57.95,201609,24437750
Parabolic Drugs,PARABDRUGS,28/11/2016,7.3,201609,61892014
JSW Energy,JSWENERGY,28/11/2016,57.3,201609,1640054795
JHS Sven.Lab.,JHS,28/11/2016,39.35,201609,38315000
Allcargo Logist.,ALLCARGO,28/11/2016,172.35,201609,252095524
