Co_Name,NSE_Symbol,Date,Close Price,Year & Month[Latest],Grand Total[Latest]
Suryalak. Cott.,SURYALAXMI,28/11/2016,125.85,201609,16672290
Ruchi Infrastr.,RUCHINFRA,28/11/2016,4.1,201609,205239942
Indo Count Inds.,ICIL,28/11/2016,155.35,201609,39479934
IOL Chemicals,IOLCP,28/11/2016,96.55,201609,56205502
Hercules Hoists,HERCULES,28/11/2016,148.45,201609,32000000
DE Nora India,DENORA,28/11/2016,240.45,201609,5308634
Arshiya,ARSHIYA,28/11/2016,26.4,201609,156179472
AYM Syntex,AYMSYNTEX,28/11/2016,69.05,201609,39239568
Apar Inds.,APARINDS,28/11/2016,585.4,201609,38496769
Orient Bell,ORIENTBELL,28/11/2016,155.45,201609,14002401
Donear Inds.,DONEAR,28/11/2016,62.9,201609,52000000
Nilkamal Ltd,NILKAMAL,28/11/2016,1404.55,201609,14922525
Nahar Poly,NAHARPOLY,28/11/2016,56.05,201609,24587991
Sequent Scien.,SEQUENT,28/11/2016,117.85,201609,243736195
3M India,3MINDIA,28/11/2016,11284.1,201609,11265070
Johnson Con. Hit,JCHAC,28/11/2016,1370.75,201609,27190884
HB Stockholdings,HBSTOCK,28/11/2016,14.55,201609,23792218
Amara Raja Batt.,AMARAJABAT,28/11/2016,924.6,201609,170812500
JM Financial,JMFINANCIL,28/11/2016,66.35,201609,791734598
Swan Energy,SWANENERGY,28/11/2016,147.8,201609,221180000
T N Telecom.,TNTELE,28/11/2016,2.9,201609,45681000
EMCO,EMCO,28/11/2016,25.65,201609,67575885
Agro Tech Foods.,ATFL,28/11/2016,474.95,201609,24369264
Radico Khaitan,RADICO,28/11/2016,117.2,201609,133038765
Cholaman.Inv.&Fn,CHOLAFIN,28/11/2016,960.75,201609,156255140
Star Paper Mills,STARPAPER,28/11/2016,184.35,201609,15608350
Jagsonpal Pharma,JAGSNPHARM,28/11/2016,34.95,201609,26198000
NEPC India,NEPCMICON,28/11/2016,1.5,201606,69264638
Mah. Seamless,MAHSEAMLES,28/11/2016,231.25,201609,66999626
Rel. Indl. Infra,RIIL,28/11/2016,356.75,201609,15100000
Maral Overseas,MARALOVER,28/11/2016,28.45,201609,41508000
I G Petrochems,IGPL,28/11/2016,233.45,201609,30794850
Balrampur Chini,BALRAMCHIN,28/11/2016,120.95,201609,245006967
High Ground,HIGHGROUND,28/11/2016,42.35,201609,104650863
Timken India,TIMKEN,28/11/2016,553.15,201609,67999984
Welspun India,WELSPUNIND,28/11/2016,64.8,201609,1004725150
Vinati Organics,VINATIORGA,28/11/2016,560.25,201609,51591025
Andhra Sugars,ANDHRSUGAR,28/11/2016,205.5,201606,27107078
Ganesha Ecosphe.,GANECOS,28/11/2016,183.8,201609,19176877
Gufic BioScience,GUFICBIO,28/11/2016,48.1,201609,77350000
B P C L,BPCL,28/11/2016,651.3,201609,1446168496
MMTC,MMTC,28/11/2016,46.45,201609,1000000000
M T N L,MTNL,28/11/2016,17.25,201609,630000000
BEML Ltd,BEML,28/11/2016,825.6,201609,41644500
Tata Comm,TATACOMM,28/11/2016,660.7,201609,285000000
R C F,RCF,28/11/2016,44.3,201609,551688100
Bharat Electron,BEL,28/11/2016,1385.1,201611,223362793
S A I L,SAIL,28/11/2016,51.45,201609,4130525289
S T C,STCINDIA,28/11/2016,116.7,201609,60000000
F A C T,FACT,28/11/2016,22.2,201606,647071974
Hind.Organ.Chem.,HOCL,28/11/2016,18.3,201609,67173100
NLC India,NLCINDIA,28/11/2016,77.35,201609,1677709600
Natl. Aluminium,NATIONALUM,28/11/2016,57.45,201609,1932928884
H P C L,HINDPETRO,28/11/2016,480.8,201609,1015881750
B H E L,BHEL,28/11/2016,127.6,201609,2447600000
Hind.Zinc,HINDZINC,28/11/2016,284.5,201609,4225319000
Tata Elxsi,TATAELXSI,28/11/2016,1259.35,201609,31138220
HMT,HMT,28/11/2016,35.2,201609,1204091640
Bhagyanagar Ind,BHAGYNAGAR,28/11/2016,18.2,201609,63990000
Kotak Mah. Bank,KOTAKBANK,28/11/2016,750.15,201609,1837288329
ITI,ITI,28/11/2016,31.5,201609,480000000
Dredging Corpn.,DREDGECORP,28/11/2016,412.45,201609,28000000
DCM Shriram,DCMSHRIRAM,28/11/2016,212.45,201609,162416137
Mawana Sugars,MAWANASUG,28/11/2016,47.65,201609,39116864
C P C L,CHENNPETRO,28/11/2016,272,201609,148911400
S C I,SCI,28/11/2016,58.7,201609,465799010
Metalyst Forg.,METALFORGE,28/11/2016,72,201609,36750000
Rainbow Papers,RAINBOWPAP,28/11/2016,3.55,201609,106217300
Genesys Intl.,GENESYS,28/11/2016,95.65,201609,30447512
Aarti Inds.,AARTIIND,28/11/2016,722.65,201609,83320383
IFGL Refractor,IFGLREFRAC,28/11/2016,170.1,201609,34610472
Binani Inds,BINANIIND,28/11/2016,73,201609,31366175
Ausom Enter.,AUSOMENT,28/11/2016,23.2,201609,13623552
Wanbury,WANBURY,28/11/2016,39.5,201609,19969286
Prec. Wires (I),PRECWIRE,28/11/2016,111.35,201609,23127246
HBL Power System,HBLPOWER,28/11/2016,37.15,201609,253000000
Ajmera Realty,AJMERA,28/11/2016,130.65,201609,35484875
Arcotech Ltd,ARCOTECH,28/11/2016,345.55,201609,21000000
Khaitan (India),KHAITANLTD,28/11/2016,11.15,201606,4750000
Gillanders Arbut,GILLANDERS,28/11/2016,61,201609,21342346
ADF Foods,ADFFOODS,28/11/2016,153.75,201611,21201461
GTL,GTL,28/11/2016,17.7,201609,157296781
Easun Reyrolle,EASUNREYRL,28/11/2016,25.35,201609,30794141
UPL,UPL,28/11/2016,628.65,201609,506917696
Future Enterp.,FEL,28/11/2016,16.5,201609,431963878
Guj. Ambuja Exp,GAEL,28/11/2016,84.9,201609,138351875
M R P L,MRPL,28/11/2016,101.05,201609,1752598777
Madhav Marbles,MADHAV,28/11/2016,49.95,201609,8947000
VST Till. Tract.,VSTTILLERS,28/11/2016,1726.4,201609,8639528
Kingfa Science,KINGFA,28/11/2016,889.6,201609,10110568
Parrys Sugar,PARRYSUGAR,28/11/2016,37.55,201609,19961707
Naga Dhunseri,NDGL,28/11/2016,384.25,201609,1000000
NCC,NCC,28/11/2016,78.55,201609,555931588
Nakoda,NAKODA,28/11/2016,0.45,201609,300000000
Dhampur Sugar,DHAMPURSUG,28/11/2016,113.95,201609,66385485
KDDL Ltd,KDDL,28/11/2016,224.9,201609,10084870
Plastiblends (I),PLASTIBLEN,28/11/2016,478.7,201609,12994600
GRUH Finance,GRUH,28/11/2016,314.15,201609,363908978
P I Inds.,PIIND,28/11/2016,880.95,201609,137127222
Indl. Inv. Trust,IITL,28/11/2016,67,201609,22547550
Morepen Labs.,MOREPENLAB,28/11/2016,21.65,201609,449826203
Sumeet Inds.,SUMEETINDS,28/11/2016,34.8,201609,58039738
Apcotex Industri,APCOTEXIND,28/11/2016,319.2,201609,20737984
Phoenix Lamps,PHOENIXLL,28/11/2016,144.25,201609,28019300
Kopran,KOPRAN,28/11/2016,49.25,201609,43252602
Guj Inds. Power,GIPCL,28/11/2016,95.9,201609,151251188
Lak. Vilas Bank,LAKSHVILAS,28/11/2016,147,201609,179461609
Karur Vysya Bank,KARURVYSYA,28/11/2016,83.35,201609,121864454
Mastek,MASTEK,28/11/2016,138.15,201609,23243120
Eimco Elecon(I),EIMCOELECO,28/11/2016,367.6,201609,5768385
Vijay Shan. Bui.,VIJSHAN,28/11/2016,11.05,201609,26188670
Ashiana Housing,ASHIANA,28/11/2016,132.55,201609,102352099
NIIT,NIITLTD,28/11/2016,75.6,201609,165639330
Bharat Rasayan,BHARATRAS,28/11/2016,1881,201606,4248740
Cons. Finvest,CONSOFINVT,28/11/2016,56.75,201606,32326366
Himadri Specialt,HSCL,28/11/2016,37.4,201609,418407867
SREI Infra. Fin.,SREINFRA,28/11/2016,77.3,201609,503086333
ESI,EASTSILK,28/11/2016,2.5,201609,78952620
GTN Industries,GTNIND,28/11/2016,12.95,201609,17540378
MIRC Electronics,MIRCELECTR,28/11/2016,12.75,201609,196234202
Infosys,INFY,28/11/2016,979.75,201609,2296944664
Pil Italica,PILITA,28/11/2016,13,201609,210000000
Ansal Properties,ANSALAPI,28/11/2016,15.6,201609,157404876
Sangam India,SANGAMIND,28/11/2016,262.4,201609,39421559
Mazda,MAZDA,28/11/2016,335.7,201609,4258000
Tide Water Oil,TIDEWATER,28/11/2016,5693,201609,3484800
VLS Finance,VLSFINANCE,28/11/2016,49.85,201609,38662017
Viceroy Hotels,VICEROY,28/11/2016,17.95,201609,42405224
Menon Bearings,MENONBE,28/11/2016,71.45,201609,56040000
Simplex Infra,SIMPLEXINF,28/11/2016,311.1,201609,49472330
Vardhman Polytex,VARDMNPOLY,28/11/2016,71.05,201609,22290957
Jayant Agro Org.,JAYAGROGN,28/11/2016,460.55,201609,15000000
D S Kulkarni Dev,DSKULKARNI,28/11/2016,61.25,201609,25801008
Motherson Sumi,MOTHERSUMI,28/11/2016,301.65,201609,1403526327
Trident,TRIDENT,28/11/2016,54.45,201609,509579260
Aarti Drugs,AARTIDRUGS,28/11/2016,632.55,201609,24217100
Tata Metaliks,TATAMETALI,28/11/2016,328.1,201609,25288000
Banswara Syntex,BANSWRAS,28/11/2016,148.5,201609,16929346
Soma Textiles,SOMATEX,28/11/2016,9.1,201609,33033000
Shah Alloys,SHAHALLOYS,28/11/2016,12.25,201609,19797540
Salora Intl.,SALORAINTL,28/11/2016,55.65,201609,8807300
TCI Finance,TCIFINANCE,28/11/2016,25,201609,12872493
Lupin,LUPIN,28/11/2016,1509.2,201609,451139897
Chambal Fert.,CHAMBLFERT,28/11/2016,62.35,201609,416207852
Monnet Ispat,MONNETISPA,28/11/2016,22.2,201609,200768242
Ashima,ASHIMASYN,28/11/2016,14.65,201609,128453876
Sujana Metal Prd,SMPL,28/11/2016,2.65,201609,301010881
Sathavaha. Ispat,SATHAISPAT,28/11/2016,62.85,201609,50900000
Aarvee Denims,AARVEEDEN,28/11/2016,83.4,201609,23459800
Ashapura Minech.,ASHAPURMIN,28/11/2016,59.3,201609,86986098
Alok Inds.,ALOKTEXT,28/11/2016,2.65,201609,1377317895
Ratnamani Metals,RATNAMANI,28/11/2016,581.45,201609,46728000
Zee Entertainmen,ZEEL,28/11/2016,457.7,201609,960448720
Orchid Pharma,ORCHIDPHAR,28/11/2016,27.95,201609,88964327
JVL Agro Indus,JVLAGRO,28/11/2016,17.3,201609,167940000
Bodal Chemicals,BODALCHEM,28/11/2016,121.4,201609,109107370
IFCI,IFCI,28/11/2016,23,201609,1662037235
Bhushan Steel,BHUSANSTL,28/11/2016,40.25,201609,226514746
Sanwaria Agro,SANWARIA,28/11/2016,5.4,201611,368050000
Birla Cable,BIRLACABLE,28/11/2016,37.15,201609,30000000
Pion. Embroider.,PIONEEREMB,28/11/2016,51.05,201609,18549094
Vesuvius India,VESUVIUS,28/11/2016,1069.95,201609,20296080
Mindteck (India),MINDTECK,28/11/2016,76.7,201609,25235133
Pidilite Inds.,PIDILITIND,28/11/2016,625.55,201609,512675330
Diamond Power,DIAPOWER,28/11/2016,36.5,201609,69025949
Vimta Labs,VIMTALABS,28/11/2016,100,201609,22107810
G M Breweries,GMBREW,28/11/2016,555.65,201609,14622031
Spentex Inds.,SPENTEX,28/11/2016,5.2,201609,89772035
Hitech Plast,HITECHPLAS,28/11/2016,154.25,201609,17175700
Filatex India,FILATEX,28/11/2016,67.25,201609,43500000
CRISIL,CRISIL,28/11/2016,2262.45,201609,71276678
Videocon Inds.,VIDEOIND,28/11/2016,104.1,201609,334458875
Agro Dutch Inds.,AGRODUTCH,28/11/2016,1.9,201606,54365000
Havells India,HAVELLS,28/11/2016,334.15,201609,624855342
Mold-Tek Technol,MOLDTECH,28/11/2016,48.85,201609,26783075
Marksans Pharma,MARKSANS,28/11/2016,43.8,201609,409313698
Mercator,MERCATOR,28/11/2016,38,201609,244892073
SVOGL Oil,SVOGL,28/11/2016,3.35,201609,128375159
Prem. Explosives,PREMEXPLN,28/11/2016,340.55,201609,8858575
Foseco India,FOSECOIND,28/11/2016,1273.9,201609,6386459
Control Print,CONTROLPR,28/11/2016,242.75,201609,15672372
Patspin India,PATSPINLTD,28/11/2016,9.85,201609,30920000
SPML Infra,SPMLINFRA,28/11/2016,55.65,201609,36650276
Orient Press,ORIENTLTD,28/11/2016,58,201609,8075000
Rana Sugars,RANASUG,28/11/2016,9.35,201609,153511120
MphasiS,MPHASIS,28/11/2016,512.3,201609,210227255
Tilaknagar Inds.,TI,28/11/2016,15.2,201609,124756115
Dabur India,DABUR,28/11/2016,277.9,201609,1761520510
Crest Ventures,CREST,28/11/2016,74.75,201609,17370000
Ganesh Housing,GANESHHOUC,28/11/2016,64.4,201609,49002819
Igarashi Motors,IGARASHI,28/11/2016,722.5,201609,30608444
Nagreeka Exports,NAGREEKEXP,28/11/2016,33.7,201609,12499700
Praj Inds.,PRAJIND,28/11/2016,77.2,201609,178378756
Kalyani Forge,KALYANIFRG,28/11/2016,255,201609,3638000
Symphony,SYMPHONY,28/11/2016,1260.15,201609,69957000
Pitti Lamination,PITTILAM,28/11/2016,52.25,201609,26983400
Winsome Yarns,WINSOME,28/11/2016,1.95,201609,70707229
Patel Integrated,PATINTLOG,28/11/2016,74.45,201609,15886612
ATN Intl.,ATNINTER,28/11/2016,0.25,201609,39450000
Kohinoor Foods,KOHINOOR,28/11/2016,57.65,201609,35241530
Vakrangee,VAKRANGEE,28/11/2016,269.2,201609,529196170
Alphageo (India),ALPHAGEO,28/11/2016,927.4,201610,5909767
SPL Inds.,SPLIL,28/11/2016,25.6,201609,29000004
Supreme Petroch.,SUPPETRO,28/11/2016,205.95,201609,96501958
Mahamaya Steel,MAHASTEEL,28/11/2016,155.3,201609,13570400
Guj Apollo Inds,GUJAPOLLO,28/11/2016,129.65,201609,13660000
Torrent Pharma.,TORNTPHARM,28/11/2016,1406.1,201609,169222720
Ipca Labs.,IPCALAB,28/11/2016,570.5,201609,126199109
Automotive Stamp,ASAL,28/11/2016,51.6,201609,15864397
Kilitch Drugs,KILITCH,28/11/2016,38.4,201609,13231828
Shyam Telecom,SHYAMTEL,28/11/2016,27.6,201609,11270000
Krebs Biochem,KREBSBIO,28/11/2016,80.85,201609,13744286
Anik Industries,ANIKINDS,28/11/2016,21.55,201609,27753486
Indbank Merchant,INDBANK,28/11/2016,12.45,201609,44378200
Federal Bank,FEDERALBNK,28/11/2016,69.95,201609,1720481609
BPL,BPL,28/11/2016,70.55,201609,48884818
Bajaj Fin.,BAJFINANCE,28/11/2016,879.25,201609,538721900
Valecha Eng.,VALECHAENG,28/11/2016,26.8,201609,22530025
Nava Bharat Vent,NBVENTURES,28/11/2016,115.15,201609,178575482
Vimal Oil Foods,VIMALOIL,28/11/2016,37.3,201609,15020000
Neuland Labs.,NEULANDLAB,28/11/2016,1003.05,201609,8883254
Arrow Greentech,ARROWGREEN,28/11/2016,472.1,201609,11739948
M M Forgings,MMFL,28/11/2016,432.2,201609,12070400
Poddar Pigments,PODDARMENT,28/11/2016,219.55,201609,10610000
Avanti Feeds,AVANTIFEED,28/11/2016,513.75,201609,45415210
Srikalahas. Pip.,SRIPIPES,28/11/2016,280.55,201609,39763595
R S Software (I),RSSOFTWARE,28/11/2016,80.4,201609,25708318
Guj NRE Coke,GUJNRECOKE,28/11/2016,3.55,201609,1604548645
Surana Inds.,SURANAIND,28/11/2016,4.55,201609,44519067
Hind.Copper,HINDCOPPER,28/11/2016,61.3,201609,925218000
Butterfly Gan Ap,BUTTERFLY,28/11/2016,203.25,201609,17879551
Sanghi Inds.,SANGHIIND,28/11/2016,54.7,201609,219979000
Zodiac Cloth. Co,ZODIACLOTH,28/11/2016,183.75,201609,19519974
Mayur Uniquote,MAYURUNIQ,28/11/2016,372.95,201611,45777600
Vishnu Chemicals,VISHNU,28/11/2016,254.7,201609,11946020
Country Club Hos,CCHHL,28/11/2016,12.9,201609,163464735
Zodiac-JRD MKJ,ZODJRDMKJ,28/11/2016,35.7,201609,5177182
Pan India Corpor,SRGINFOTEC,28/11/2016,0.3,201609,214256500
Fedders Lloyd,FEDDERLOYD,28/11/2016,70.65,201609,30769700
Prime Securities,PRIMESECU,28/11/2016,25.8,201609,26473525
Techindia Nirman,TECHIN,28/11/2016,4.55,201609,14326000
Hinduja Ventures,HINDUJAVEN,28/11/2016,515.1,201609,20555503
Umang Dairies,UMANGDAIRY,28/11/2016,75.95,201609,22003200
Ind-Swift,INDSWFTLTD,28/11/2016,5.85,201609,50346941
Pudumjee Industr,PDUMJEIND,28/11/2016,12.75,201609,18000000
Savita Oil Tech,SOTL,28/11/2016,739.45,201609,14602083
TPL Plastech,TPLPLASTEH,28/11/2016,364.45,201609,7800300
Liberty Shoes,LIBERTSHOE,28/11/2016,142.2,201609,17040000
Times Guaranty,TIMESGTY,28/11/2016,23.65,201609,8993149
Tokyo Plast Intl,TOKYOPLAST,28/11/2016,102.8,201609,9501400
Jindal Poly Film,JINDALPOLY,28/11/2016,343.1,201609,43786413
Hester Bios,HESTERBIO,28/11/2016,702.55,201609,8506865
Electrotherm(I),ELECTHERM,28/11/2016,177.95,201609,11476374
Blue Dart Exp.,BLUEDART,28/11/2016,4614.4,201609,23727934
Kalindee Rail,KALINDEE,28/11/2016,105.75,201609,16507597
Adani Enterp.,ADANIENT,28/11/2016,65.6,201609,1099810083
LIC Housing Fin.,LICHSGFIN,28/11/2016,540.25,201609,504663000
Som Distilleries,SDBL,28/11/2016,153.8,201609,27522400
Dolphin Offshore,DOLPHINOFF,28/11/2016,99.4,201609,16772518
Mirza Internatio,MIRZAINT,28/11/2016,80.15,201609,120306000
Parenteral Drugs,PDPL,28/11/2016,21.1,201609,29816300
TTK Prestige,TTKPRESTIG,28/11/2016,5109.45,201609,11641190
Tour. Fin. Corp.,TFCILTD,28/11/2016,49.65,201609,80716748
Oriental Bank,ORIENTBANK,28/11/2016,116.6,201609,346170415
Websol Energy,WEBELSOLAR,28/11/2016,42.6,201609,21973066
Sun Pharma.Inds.,SUNPHARMA,28/11/2016,715.15,201609,2406753959
Lloyd Electric,LLOYDELENG,28/11/2016,266.35,201609,40332260
JMT Auto,JMTAUTOLTD,28/11/2016,24.6,201609,503832140
JMC Projects,JMCPROJECT,28/11/2016,209.4,201609,33581034
Kamat Hotels,KAMATHOTEL,28/11/2016,29.55,201609,23584058
Shree Rama News.,RAMANEWS,28/11/2016,28.95,201609,118158032
Hotel Rugby,HOTELRUGBY,28/11/2016,5.35,201609,14322800
Hikal,HIKAL,28/11/2016,211.8,201609,82200500
Surana Telecom,SURANAT&P,28/11/2016,5.05,201609,104022000
Bhartiya Intl.,BIL,28/11/2016,483.7,201609,11713848
Heritage Foods,HERITGFOOD,28/11/2016,857.85,201609,23199000
Shreyas Shipping,SHREYAS,28/11/2016,224.05,201609,21957533
Damodar Indust.,DAMODARIND,28/11/2016,72.75,201609,11125812
Caplin Point Lab,CAPLIPOINT,28/11/2016,365.1,201610,75550000
Onward Technolog,ONWARDTEC,28/11/2016,60.5,201609,15044320
Astra Microwave,ASTRAMICRO,28/11/2016,109.05,201609,86611675
Sambhaav Media,SAMBHAAV,28/11/2016,6,201609,146110840
Centum Electron,CENTUM,28/11/2016,503.4,201609,12712053
Antarctica,ANTGRAPHIC,28/11/2016,0.95,201606,155009600
Alchemist,ALCHEM,28/11/2016,22.8,201609,13559800
Jayaswal Neco,JAYNECOIND,28/11/2016,7.3,201609,638633063
Kalpataru Power,KALPATPOWR,28/11/2016,234.2,201609,153460570
Orbit Exports,ORBTEXP,28/11/2016,265.45,201609,14351150
Sandesh,SANDESH,28/11/2016,897.3,201609,7569421
Goldiam Intl.,GOLDIAM,28/11/2016,62.4,201609,24945996
PVP Ventures,PVP,28/11/2016,5,201609,245052701
GIC Housing Fin,GICHSGFIN,28/11/2016,280.05,201609,53851066
Trigyn Techno.,TRIGYN,28/11/2016,100.65,201609,29714486
IMP Powers,INDLMETER,28/11/2016,80.65,201609,8636563
Kitex Garments,KITEX,28/11/2016,390.4,201609,47500000
Hind.Natl.Glass,HINDNATGLS,28/11/2016,103.65,201609,87338565
Vipul Ltd,VIPULLTD,28/11/2016,64.5,201609,119984480
Paras Petrofils,PARASPETRO,28/11/2016,0.25,201609,334221000
Aurobindo Pharma,AUROPHARMA,28/11/2016,736.85,201609,585169586
KEI Inds.,KEI,28/11/2016,122.05,201609,77797438
Natco Pharma,NATCOPHARM,28/11/2016,614.95,201609,174174245
Panama Petrochem,PANAMAPET,28/11/2016,93.5,201609,40329065
Greenply Inds.,GREENPLY,28/11/2016,264.1,201609,122627395
PSL,PSL,28/11/2016,5.6,201609,98935252
Bal Pharma,BALPHARMA,28/11/2016,100.2,201609,14172372
Aro Granite Inds,AROGRANITE,28/11/2016,68.75,201609,15300000
Muthoot Cap.Serv,MUTHOOTCAP,28/11/2016,229.9,201609,12472575
Prism Cement,PRISMCEM,28/11/2016,91.55,201609,503356580
Banaras Beads,BANARBEADS,28/11/2016,43.5,201609,6591322
63 Moons Tech.,FINANTECH,28/11/2016,72.2,201609,46078537
SEAMEC Ltd,SEAMECLTD,28/11/2016,83.35,201609,25425000
Sarla Performanc,SARLAPOLY,28/11/2016,62.1,201609,83503000
JSW Steel,JSWSTEEL,28/11/2016,1722.45,201609,241722044
Thermax,THERMAX,28/11/2016,824.95,201609,119156300
Venus Remedies,VENUSREM,28/11/2016,96.7,201609,11441988
Rai S R Mohota,RAIREKMOH,28/11/2016,62.5,201609,14589445
Sanghvi Movers,SANGHVIMOV,28/11/2016,217.2,201609,43288000
Selan Expl. Tech,SELAN,28/11/2016,172.05,201609,16400000
Adi Finechem,ADI,28/11/2016,463.9,201609,13794000
Chromatic India,CHROMATIC,28/11/2016,3,201609,71046100
Themis Medicare,THEMISMED,28/11/2016,604.4,201609,9030300
CCL Products,CCL,28/11/2016,250.35,201609,133027920
Suven Life Scie.,SUVEN,28/11/2016,174.85,201609,127282478
Kothari Products,KOTHARIPRO,28/11/2016,169.35,201609,29843865
La Opala RG,LAOPALA,28/11/2016,533.35,201609,55500000
Genus Power,GENUSPOWER,28/11/2016,37.9,201609,257023031
Kellton Tech,KELLTONTEC,28/11/2016,120.85,201609,47063739
HDFC Bank,HDFCBANK,28/11/2016,1184.45,201609,2545633717
NRB Bearings,NRBBEARING,28/11/2016,110.3,201609,96922600
DB Intl.Stock,DBSTOCKBRO,28/11/2016,15,201609,35000000
Petron Engg,PETRONENGG,28/11/2016,137.15,201609,7538400
Ugar Sugar Works,UGARSUGAR,28/11/2016,27.35,201609,112500010
Goodluck Steel,GOODLUCK,28/11/2016,87.05,201609,22006250
Magma Fincorp,MAGMA,28/11/2016,102.1,201609,236933672
Shilpa Medicare,SHILPAMED,28/11/2016,674.05,201609,77101904
Relaxo Footwear,RELAXO,28/11/2016,415.55,201609,120039700
GEI Industrial,GEINDSYS,28/11/2016,3,201509,19679248
Sterling Tools,STERTOOLS,28/11/2016,874.35,201609,6844600
ANG Inds,ANGIND,28/11/2016,11.65,201609,16090000
Raj Rayon Inds.,RAJRAYON,28/11/2016,0.3,201609,346454000
Alps Inds.,ALPSINDUS,28/11/2016,6,201609,39114100
Paramount Comm.,PARACABLES,28/11/2016,3.45,201609,125233465
Nila Infrastruct,NILAINFRA,28/11/2016,13.8,201609,392968700
Cupid,CUPID,28/11/2016,292.85,201609,11115000
Lakshmi Energy,LAKSHMIEFL,28/11/2016,55.35,201609,69970000
Bhageria Indust.,BHAGERIA,28/11/2016,348.8,201609,7962750
Remsons Inds.,REMSONSIND,28/11/2016,48.6,201609,6044971
Balaji Amines,BALAMINES,28/11/2016,315.35,201609,32401000
Kwality,KWALITY,28/11/2016,127.4,201609,236085454
Om Metals Infrap,OMMETALS,28/11/2016,44.05,201609,96303809
ECE Inds.,ECEIND,28/11/2016,307.45,201606,7288645
TCS,TCS,28/11/2016,2282.6,201609,1970427941
ICICI Bank,ICICIBANK,28/11/2016,255.3,201609,5818976105
IDBI Bank,IDBI,28/11/2016,67.75,201609,2058815081
Corporation Bank,CORPBANK,28/11/2016,44.8,201609,1147056443
Oil India,OIL,28/11/2016,428.25,201609,601135955
Power Grid Corpn,POWERGRID,28/11/2016,190.5,201609,5231589648
Bank of Baroda,BANKBARODA,28/11/2016,163.05,201609,2304159598
Canara Bank,CANBK,28/11/2016,309.35,201609,542991054
UCO Bank,UCOBANK,28/11/2016,33.25,201609,1301055902
United Bank (I),UNITEDBNK,28/11/2016,20.9,201609,1071961471
Cox & Kings,COX&KINGS,28/11/2016,167.65,201609,176564890
Union Bank (I),UNIONBANK,28/11/2016,150.05,201609,687441117
Maruti Suzuki,MARUTI,28/11/2016,4893.75,201609,302080060
Shriram Pistons,SHRIPISTON,28/11/2016,1294,201606,22374912
S B T,SBT,28/11/2016,545.55,201609,71104167
Dhanlaxmi Bank,DHANBANK,28/11/2016,24.05,201609,209846619
IndusInd Bank,INDUSINDBK,28/11/2016,1050.35,201609,596916120
Dena Bank,DENABANK,28/11/2016,35.25,201610,787149884
Central Bank,CENTRALBK,28/11/2016,81.25,201609,1885026010
Alankit,ALANKIT,28/11/2016,53,201610,71479050
Axis Bank,AXISBANK,28/11/2016,472.9,201609,2389758663
Sphere Global,SPHEREGSL,28/11/2016,65.1,201609,17468872
Jet Airways,JETAIRWAYS,28/11/2016,394.4,201609,113597383
Bank of Maha,MAHABANK,28/11/2016,29.3,201609,1168333708
Syndicate Bank,SYNDIBANK,28/11/2016,65.85,201609,904539438
Bank of India,BANKINDIA,28/11/2016,117.9,201609,1054695104
HCL Technologies,HCLTECH,28/11/2016,806.05,201609,1410911594
Allahabad Bank,ALBK,28/11/2016,67.75,201609,723033238
Madras Fert.,MADRASFERT,28/11/2016,12.9,201606,161101300
Rossell India,ROSSELLIND,28/11/2016,90.75,201609,36696475
JK Paper,JKPAPER,28/11/2016,83.55,201609,148530625
Indian Metals,IMFA,28/11/2016,398.9,201609,25977053
Pun. & Sind Bank,PSB,28/11/2016,49.25,201609,400411027
Pilani Invest.,PILANIINVS,28/11/2016,1414.4,201609,7908750
Andhra Bank,ANDHRABANK,28/11/2016,51.45,201609,681163492
Karnataka Bank,KTKBANK,28/11/2016,103,201609,188469081
ICSA (India),ICSA,28/11/2016,3,201609,48138500
St Bk of Mysore,MYSOREBANK,28/11/2016,546.1,201609,48013420
Alicon Cast.,ALICON,28/11/2016,372.2,201609,12256222
IVRCL,IVRCLINFRA,28/11/2016,4.05,201609,782897692
I O B,IOB,28/11/2016,24.9,201609,2454728928
St Bk of Bikaner,SBBJ,28/11/2016,695.75,201609,70000000
RBL Bank,RBLBANK,28/11/2016,353.2,201609,369808976
KRBL,KRBL,28/11/2016,267.6,201609,235389892
Vijaya Bank,VIJAYABANK,28/11/2016,45.95,201609,998845340
Suprajit Engg.,SUPRAJIT,28/11/2016,184.9,201609,131338774
Indian Bank,INDIANB,28/11/2016,241.95,201609,480291651
Geojit BNP,GEOJITBNPP,28/11/2016,36.9,201609,235145703
O N G C,ONGC,28/11/2016,284,201609,8555490120
Arman Financial,ARMANFIN,28/11/2016,206.25,201609,5720179
Manappuram Fin.,MANAPPURAM,28/11/2016,72.3,201609,841575296
Beardsell,BEARDSELL,28/11/2016,380.2,201609,4683168
Sri Adhik. Bros.,SABTN,28/11/2016,257.15,201609,34944500
Vikas Ecotech,VIKASECO,28/11/2016,17.5,201609,254239675
Nucleus Soft.,NUCLEUS,28/11/2016,229.65,201609,32383724
South Ind.Bank,SOUTHBANK,28/11/2016,20.95,201609,1350617260
Country Condo,COUNCODOS,28/11/2016,4,201609,77597300
Zydus Wellness,ZYDUSWELL,28/11/2016,842.95,201609,39072089
Phoenix Mills,PHOENIXLTD,28/11/2016,398.95,201609,153066907
